q,p,d,n,m,h,k,family,verdict,witness,profile,population_searched,exhaustive,population_definition
11,11,1,27,27,1,4,one_changed,FOUND,"{""coeffs"":[2,1,1,1],""positions"":[0,1,2,3]}","[2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,4,all_distinct,FOUND,"{""coeffs"":[1,2,3,4],""positions"":[0,1,2,3]}","[1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,5,ones,FOUND,"{""coeffs"":[1,1,1,1,1],""positions"":[0,1,2,3,4]}","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,5,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1],""positions"":[0,1,2,3,4]}","[2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,5,all_distinct,FOUND,"{""coeffs"":[1,2,3,4,5],""positions"":[0,1,2,3,4]}","[1,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,6,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1],""positions"":[0,1,2,3,4,6]}","[1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,6,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1],""positions"":[0,1,2,3,4,5]}","[2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,6,all_distinct,FOUND,"{""coeffs"":[1,2,3,4,5,6],""positions"":[0,1,2,3,4,5]}","[1,2,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,7,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6]}","[1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,7,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6]}","[2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,7,all_distinct,FOUND,"{""coeffs"":[1,2,3,4,5,6,7],""positions"":[0,1,2,3,4,5,6]}","[1,2,3,4,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,8,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7]}","[1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,8,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7]}","[2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,8,all_distinct,FOUND,"{""coeffs"":[1,2,3,4,5,6,7,8],""positions"":[0,1,2,3,4,5,6,7]}","[1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,9,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,9]}","[1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,9,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8]}","[2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,9,all_distinct,FOUND,"{""coeffs"":[1,2,3,4,5,6,7,8,9],""positions"":[0,1,2,3,4,5,6,7,8]}","[1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,10,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9]}","[1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,10,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9]}","[2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,10,all_distinct,FOUND,"{""coeffs"":[1,2,3,4,5,6,7,8,9,10],""positions"":[0,1,2,3,4,5,6,7,8,9]}","[1,2,3,4,5,6,7,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,11,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10]}","[1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,11,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10]}","[2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,12,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,12]}","[1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,12,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11]}","[2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,13,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12]}","[1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,13,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,14,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13]}","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,14,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,15,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,15]}","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0]",2,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,15,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,16,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]}","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,16,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,17,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16]}","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,17,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,18,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18]}","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0]",2,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,18,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,19,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18]}","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,19,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,20,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,20,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,21,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21]}","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0]",2,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,21,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,22,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21]}","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,22,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,23,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]}","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,23,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,24,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24]}","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0]",2,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,24,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,25,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24]}","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,25,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,26,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]}","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,26,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,27,ones,NONE,,,1,yes,all residue allocations modulo cyclic rotation
11,11,1,27,27,1,27,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26]}","[2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,2,ones,FOUND,"{""coeffs"":[1,1],""positions"":[0,4]}","[1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",4,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,2,one_changed,FOUND,"{""coeffs"":[1,2],""positions"":[0,1]}","[1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,2,all_distinct,FOUND,"{""coeffs"":[1,2],""positions"":[0,1]}","[1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,3,ones,FOUND,"{""coeffs"":[1,1,1],""positions"":[0,1,2]}","[1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,3,one_changed,FOUND,"{""coeffs"":[2,1,1],""positions"":[0,1,2]}","[2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,3,all_distinct,FOUND,"{""coeffs"":[1,2,3],""positions"":[0,1,2]}","[1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,4,ones,FOUND,"{""coeffs"":[1,1,1,1],""positions"":[0,1,2,4]}","[1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,4,one_changed,FOUND,"{""coeffs"":[2,1,1,1],""positions"":[0,1,2,3]}","[2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,4,all_distinct,FOUND,"{""coeffs"":[1,2,3,4],""positions"":[0,1,2,3]}","[1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,5,ones,FOUND,"{""coeffs"":[1,1,1,1,1],""positions"":[0,1,2,3,4]}","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,5,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1],""positions"":[0,1,2,3,4]}","[2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,5,all_distinct,FOUND,"{""coeffs"":[1,2,3,4,5],""positions"":[0,1,2,3,4]}","[1,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,6,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1],""positions"":[0,1,2,3,4,8]}","[1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",4,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,6,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1],""positions"":[0,1,2,3,4,5]}","[2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,6,all_distinct,FOUND,"{""coeffs"":[1,2,3,4,5,6],""positions"":[0,1,2,3,4,5]}","[1,2,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,7,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,7]}","[1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,7,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6]}","[2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,7,all_distinct,FOUND,"{""coeffs"":[1,2,3,4,5,6,7],""positions"":[0,1,2,3,4,5,6]}","[1,2,3,4,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,8,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,8]}","[1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,8,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7]}","[2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,8,all_distinct,FOUND,"{""coeffs"":[1,2,3,4,5,6,7,8],""positions"":[0,1,2,3,4,5,6,7]}","[1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,9,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8]}","[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,9,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8]}","[2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,9,all_distinct,FOUND,"{""coeffs"":[1,2,3,4,5,6,7,8,9],""positions"":[0,1,2,3,4,5,6,7,8]}","[1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,10,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,12]}","[1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",4,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,10,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9]}","[2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,10,all_distinct,FOUND,"{""coeffs"":[1,2,3,4,5,6,7,8,9,10],""positions"":[0,1,2,3,4,5,6,7,8,9]}","[1,2,3,4,5,6,7,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,11,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10]}","[1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,11,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10]}","[2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,12,ones,FOUND,"{""coeffs"":[1,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,12]}","[1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,no,all residue allocations modulo cyclic rotation
11,11,1,28,28,1,12,one_changed,FOUND,"{""coeffs"":[2,1,1,1,1,1,1,1,1,1,1,1],""positions"":[0,1,2,3,4,5,6,7,8,9,10,11]}","[2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,no,all residue allocations modulo cyclic rotation
